"","x"
"165","Clusterin (Aging-associated gene 4 protein) (Apolipoprotein J) (Apo-J) (Complement cytolysis inhibitor) (CLI) (Complement-associated protein SP-40,40) (Ku70-binding protein 1) (NA1/NA2) (Sulfated glycoprotein 2) (SGP-2) (Testosterone-repressed prostate message 2) (TRPM-2) [Cleaved into: Clusterin beta chain (ApoJalpha) (Complement cytolysis inhibitor a chain); Clusterin alpha chain (ApoJbeta) (Complement cytolysis inhibitor b chain)]"
"166","Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 1) (Glutamine:fructose-6-phosphate amidotransferase 1) (GFAT 1) (GFAT1) (Hexosephosphate aminotransferase 1)"
"167","Hydroxysteroid dehydrogenase-like protein 2 (EC 1.-.-.-) (Short chain dehydrogenase/reductase family 13C member 1)"
"168","AP complex subunit beta"
"169","AP-1 complex subunit beta-1 (Adaptor protein complex AP-1 subunit beta-1) (Adaptor-related protein complex 1 subunit beta-1) (Beta-1-adaptin) (Beta-adaptin 1) (Clathrin assembly protein complex 1 beta large chain) (Golgi adaptor HA1/AP1 adaptin beta subunit)"
"170","Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1) (Tumor rejection antigen 1) (gp96 homolog)"
"171","Heat shock protein HSP 90-beta (HSP 90) (Heat shock 84 kDa) (HSP 84) (HSP84)"
"172","Sorting nexin-1 (Fragment)"
"173","Epididymis secretory sperm binding protein Li 128m (Peroxiredoxin 6, isoform CRA_a)"
"174","cDNA FLJ59716, highly similar to Vacuolar protein sorting 26A"
"175","40S ribosomal protein S9 (Small ribosomal subunit protein uS4)"
"176","Heat shock protein HSP 90-beta (HSP 90) (Heat shock 84 kDa) (HSP 84) (HSP84)"
"177","Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial (Isocitric dehydrogenase subunit beta) (NAD(+)-specific ICDH subunit beta)"
"178","Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC)"
"179","cDNA FLJ77680, highly similar to Homo sapiens protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), alpha isoform (PPP2R1A), mRNA"
"180","T-complex protein 1 subunit beta (TCP-1-beta) (CCT-beta)"
"181","Beta actin variant (Fragment)"
"182","Actin, aortic smooth muscle (Alpha-actin-2) (Cell growth-inhibiting gene 46 protein) [Cleaved into: Actin, aortic smooth muscle, intermediate form]"
"183","Actin, alpha skeletal muscle (Alpha-actin-1) [Cleaved into: Actin, alpha skeletal muscle, intermediate form]"
"184","Tubulin alpha chain"
"185","Tubulin alpha chain"
"186","Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1) (MKK1) (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1) (MEK 1)"
"187","Ubiquitinyl hydrolase 1 (EC 3.4.19.12)"
"188","Filamin B, beta (Actin binding protein 278), isoform CRA_a"
"189","Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha) (eIF-2-alpha) (eIF-2A) (eIF-2alpha)"
"190","Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase); Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)]"
"191","60S ribosomal protein L17 (Fragment)"
"192","T-complex protein 1 subunit alpha (TCP-1-alpha) (CCT-alpha)"
"193","Proteasome subunit alpha type-6 (27 kDa prosomal protein) (PROS-27) (p27K) (Macropain iota chain) (Multicatalytic endopeptidase complex iota chain) (Proteasome iota chain)"
"194","Sorting nexin-1 (Fragment)"
"195","Sorting nexin-2 (Fragment)"
"196","Myosin light polypeptide 6 (17 kDa myosin light chain) (LC17) (Myosin light chain 3) (MLC-3) (Myosin light chain alkali 3) (Myosin light chain A3) (Smooth muscle and nonmuscle myosin light chain alkali 6)"
"197","Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)"
"198","Eukaryotic translation elongation factor 1 gamma (Fragment)"
"199","Glutathione reductase (EC 1.8.1.7)"
"200","Proteasome subunit alpha type (Fragment)"
"201","AP-2 complex subunit alpha-1 (100 kDa coated vesicle protein A) (Adaptor protein complex AP-2 subunit alpha-1) (Adaptor-related protein complex 2 subunit alpha-1) (Alpha-adaptin A) (Alpha1-adaptin) (Clathrin assembly protein complex 2 alpha-A large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha A subunit)"
"202","AP-2 complex subunit alpha-2 (100 kDa coated vesicle protein C) (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin C) (Alpha2-adaptin) (Clathrin assembly protein complex 2 alpha-C large chain) (Huntingtin yeast partner J) (Huntingtin-interacting protein 9) (HIP-9) (Huntingtin-interacting protein J) (Plasma membrane adaptor HA2/AP2 adaptin alpha C subunit)"
"203","Endoplasmic reticulum-Golgi intermediate compartment protein 1 (ER-Golgi intermediate compartment 32 kDa protein) (ERGIC-32)"
"204","Septin"
"205","Vesicle-fusing ATPase (EC 3.6.4.6) (N-ethylmaleimide-sensitive fusion protein) (NEM-sensitive fusion protein) (Vesicular-fusion protein NSF)"
"206","Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a (Small ribosomal subunit protein eS31)]"
"207","Pyruvate kinase PKM (EC 2.7.1.40) (Cytosolic thyroid hormone-binding protein) (CTHBP) (Opa-interacting protein 3) (OIP-3) (Pyruvate kinase 2/3) (Pyruvate kinase muscle isozyme) (Thyroid hormone-binding protein 1) (THBP1) (Tumor M2-PK) (p58)"
"208","14-3-3 protein theta (14-3-3 protein T-cell) (14-3-3 protein tau) (Protein HS1)"
"209","Ras-related C3 botulinum toxin substrate 1 (Rho family, small GTP binding protein Rac1) (Ras-related C3 botulinum toxin substrate 1 (Rho family, small GTP binding protein Rac1), isoform CRA_e) (cDNA FLJ77333, highly similar to Homo sapiens ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1) (RAC1), transcript variant Rac1b, mRNA)"
"210","Ras-related C3 botulinum toxin substrate 2 (GX) (Small G protein) (p21-Rac2)"
"211","Glutathione S-transferase Mu 3 (EC 2.5.1.18) (GST class-mu 3) (GSTM3-3) (hGSTM3-3)"
"212","Fibulin-1"
"213","Fibulin-1 (FIBL-1)"
"214","60S acidic ribosomal protein P0 (60S ribosomal protein L10E) (Large ribosomal subunit protein uL10)"
"215","Patatin-like phospholipase domain-containing protein 6 (EC 3.1.1.5) (Neuropathy target esterase)"
"216","Ras-related protein Rab-2A"
"217","Proteasome 26S ATPase subunit 1 variant (Fragment)"
"218","cDNA, FLJ92803, highly similar to Homo sapiens hydroxysteroid (17-beta) dehydrogenase 4 (HSD17B4), mRNA"
"219","Rho guanine nucleotide exchange factor 1 (115 kDa guanine nucleotide exchange factor) (p115-RhoGEF) (p115RhoGEF) (Sub1.5)"
"220","ABC50 protein (ATP-binding cassette, sub-family F (GCN20), member 1) (ATP-binding cassette, sub-family F (GCN20), member 1, isoform CRA_a)"
"221","26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97) (Protein 55.11) (Tumor necrosis factor type 1 receptor-associated protein 2)"
"222","Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (SERCA2) (SR Ca(2+)-ATPase 2) (EC 7.2.2.10) (Calcium pump 2) (Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)"
"223","Collagen alpha-1(I) chain (Alpha-1 type I collagen)"
"224","Collagen, type I, alpha 1, isoform CRA_a"
"225","Deleted."
"226","ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (ACL) (Citrate cleavage enzyme)"
"227","Small monomeric GTPase (EC 3.6.5.2)"
"228","14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1)"
"229","Tubulin beta-2A chain (Tubulin beta class IIa)"
"230","Tubulin beta-3 chain (Tubulin beta-4 chain) (Tubulin beta-III)"
"231","Tubulin beta-1 chain"
"232","Tubulin beta-6 chain (Tubulin beta class V)"
"233","Tubulin beta chain"
"234","Tubulin beta chain"
"235","Very long-chain specific acyl-CoA dehydrogenase, mitochondrial (VLCAD) (EC 1.3.8.9)"
"236","Annexin"
"237","E3 UFM1-protein ligase 1 (EC 2.3.2.-) (E3 UFM1-protein transferase 1) (Multiple alpha-helix protein located at ER) (Novel LZAP-binding protein) (Regulator of C53/LZAP and DDRGK1)"
"238","Deleted."
